번호,년도,대분류,중분류,소분류,광고주,제품
TELE041,1989,패션,가방류,가방류 제품종합,오세아나가방,각종가방 주문생산
TELE042,1989,패션,가방류,가방류 제품종합,뉴시대가방,각종가방주문제작업체
TELE043,1989,가정용 전기전자,냉방 및 공기청정기,에어컨,업체불명,삼성 커스텀 에어컨
TELE044,1989,"건설,건재 및 부동산",건설,건설,창성공영,조립식 건물.철구조물 전문업체
TELE045,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",신한건업,신한프리훼브
TELE046,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한강하우스,아키파넬 프리훼브C형강
TELE047,1989,"건설,건재 및 부동산",건설,건설,금우건업,조립식건물
TELE048,1989,"건설,건재 및 부동산",건설,건설,대성기술공영,조립식건물 철구조물 전문업체
TELE049,1989,산업기기,산업기기 기타,산업기기 기업PR,가나다 양행,20년 전통의 물처리 장치
TELE050,1989,가정용 전기전자,냉방 및 공기청정기,냉방 및 공기청정기 제품종합,삼성전자(주),"냉동,냉장고,에어컨,온풍기"
TELE051,1989,산업기기,산업기기 기타,산업기기 기업PR,대우공조엔지니어링,제품종합
TELE052,1989,제약 및 의료,의료 및 보건기관,개인병원,한형일성형외과,한형일성형외과
TELE053,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",태창유리,각종 최신형 전자동특수가공기 도입가동
TELE054,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",우신유리,스텐레스공사
TELE055,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",삼광ART유리공사,기업PR
TELE056,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",가나다천막사,기업PR
TELE057,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",광성기업사,기업PR
TELE058,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",서울텐트,기업PR
TELE059,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동경천막,기업PR
TELE060,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동양폴리에스터(주),타포린 천막지
TELE061,1989,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동아산업(주),기업PR
TELE062,1989,화학공업,고무 및 플라스틱,타이어,금호타이어주식회사,PR
TELE063,1987,서비스,음식 및 숙박,대중음식점,삼부자갈비,PR
TELE064,1987,서비스,음식 및 숙박,대중음식점,장원갈비,PR
TELE065,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한일수중펌프,한일수중펌프
TELE066,1987,서비스,개인서비스,장의,중앙상사,상여
TELE067,1987,그룹 및 기업광고,그룹광고,그룹PR,한국쓰리엠(주),동양신소재
TELE068,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",서울천막사,PR
TELE069,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",정우공업사,PR
TELE070,1987,정밀기기 및 사무기기,사무기기,사무기기 기타,명보종합상사,전자타자기
TELE071,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",명성공영,PR
TELE072,1987,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,한진철강,PR
TELE073,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,중앙통신공사,중앙인터폰 수원대리점
TELE074,1987,산업기기,산업기기 기타,산업기기 기업PR,천일공사,"토목공사,중장비임대"
TELE075,1987,가정용품,악기류,피아노,영창피아노사,영창피아노
TELE076,1987,가정용품,가정용 인테리어,커튼 및 브라인드,백제지물포,"백제커텐,실내장식"
TELE077,1987,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,대성사무기,기업PR
TELE078,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",형제기업사,기업PR
TELE079,1987,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,롯데캐논사무기,유일종합사무기
TELE080,1987,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,삼일종합사무기,사무기기 판매.수리전문
TELE081,1987,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,(주)신도리코,기업PR
TELE082,1987,가정용품,가구류,사무용 가구,라이카,기업PR
TELE083,1987,가정용품,악기류,피아노,삼익피아노,삼익피아노
TELE084,1987,가정용품,악기류,피아노,영창피아노사,영창피아노
TELE085,1987,서비스,음식 및 숙박,대중음식점,반월가든,기업PR
TELE086,1987,서비스,개인서비스,결혼예식업,목화예식장,기업PR
TELE087,1987,서비스,음식 및 숙박,대중음식점,미락회집,기업PR
TELE088,1987,산업기기,산업기기 기타,산업기기 기업PR,금성농업기계,기업PR
TELE089,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",성심지물포,기업PR
TELE090,1987,가정용품,가정용품 기타,가정용품 기업PR,삼표연탄,기업PR
TELE091,1987,가정용품,가구류,가정용 가구,우아미가구,기업PR
TELE092,1987,가정용 전기전자,영상기기,TV,아남전자(주),아남나쇼날칼라TV
TELE093,1987,가정용품,생활잡화 및 기기,타올,신안타올공업사,기업PR
TELE094,1987,가정용 전기전자,영상기기,TV,아남전자(주),아남나쇼날칼라TV
TELE095,1987,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,포천군가스안전협회,"가스렌지,가스보일러,가스기구일절판매"
TELE096,1987,서비스,음식 및 숙박,여관,우연장,여관 목욕탕
TELE097,1987,서비스,음식 및 숙박,대중음식점,영국산청동오리,기업PR
TELE098,1987,서비스,음식 및 숙박,음식 및 숙박 기타,용화낚시터,양어장
TELE099,1987,그룹 및 기업광고,그룹광고,그룹PR,우리철물,기업PR
TELE100,2006,출판,신문,중앙신문,(주)한국일보사,기업PR
TELE101,2006,출판,신문,중앙신문,(주)내일신문,기업PR
TELE102,2006,출판,신문,중앙신문,(주)디지털타임즈,기업PR
TELE103,2006,출판,신문,경제신문,(주)서울경제신문,기업PR
TELE104,2006,출판,신문,중앙신문,서울신문사,기업PR
TELE105,2006,출판,신문,경제신문,아시아경제,기업PR
TELE106,2006,출판,신문,중앙신문,PAPER KOREA,기업PR
TELE107,2006,서비스,전문서비스,보안서비스,텔레캅서비스(주),KT텔레캅
TELE108,2006,출판,신문,중앙신문,데일리노컷뉴스,기업PR
TELE109,2006,출판,신문,중앙신문,데일리노컷뉴스,노컷뉴스
TELE110,2006,출판,신문,중앙신문,(주)내일신문,기업PR
TELE111,2006,출판,신문,중앙신문,(주)디지털타임즈,기업PR
TELE112,2006,출판,신문,중앙신문,서울신문사,기업PR
TELE113,2006,출판,신문,경제신문,아시아경제,기업PR
TELE114,2006,출판,신문,경제신문,(주)서울경제신문,기업PR
TELE115,2006,출판,신문,중앙신문,(주)한국일보사,기업PR
TELE116,2006,정밀기기 및 사무기기,문구류,노트 및 종이류,한국제지(주),하이퍼CC
TELE117,1982,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)청구주택,기업PR
TELE118,1982,가정용품,난방기기,보일러,국제중공업,쌍금보일러
TELE119,1982,가정용품,가정용품 기타,가정용품 기업PR,동아상사,신광타올
TELE120,1982,서비스,개인서비스,장의,(재)청구공원,묘원
TELE121,1982,서비스,개인서비스,장의,현대공원묘원,묘원
TELE122,1982,가정용품,가정용품 기타,가정용품 기업PR,신진바나,"송풍기,오수펌프"
TELE123,1982,가정용품,가구류,가정용 가구,보르네오부엌가구,82년형 보루네오
TELE124,1982,가정용품,가구류,가정용 가구,만동가구백화점,PR
TELE125,1982,제약 및 의료,의료 및 보건기관,한의원,동보한방병원,"한방내과,한방소아과,한방부인과등"
TELE126,1982,제약 및 의료,의료 및 보건기관,한의원,동아한의원,PR
TELE127,1982,가정용품,난방기기,보일러,신신보일러,신신보일러
TELE128,1984,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,한국전기통신공사통신,기업PR
TELE129,1984,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,관세청,밀수신고센타
TELE130,1984,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,금강통신,컴퓨터키폰
TELE131,1984,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한국전화번호부(주),전화번호부
TELE132,1984,컴퓨터 및 정보통신,통신기기,키폰,동성전기통신,국선접속용 인터폰교환기
TELE133,1984,서비스,서비스 기타,서비스 기업PR,금성통신,경일사
TELE134,1984,컴퓨터 및 정보통신,통신기기,키폰,금산통신,"키폰,교환기"
TELE135,1991,수송기기,수송기기 부품 및 용품,수송기기 부품,한국제품연구,싸이크론
TELE136,1991,그룹 및 기업광고,그룹광고,그룹PR,(주)현대훼미리타운,기업PR
TELE137,1991,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)삼광기전,모토로라
TELE138,1991,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,경성통신,"유,무선통신기기"
TELE139,1991,수송기기,수송기기 기타,수송기기 기업PR,월드자동차,기업PR
TELE140,1991,가정용 전기전자,영상기기,영상기기 기타,보은전자통신,비디오 영상제품
TELE141,1991,컴퓨터 및 정보통신,통신기기,통신기기 제품종합,대영전기통신,금성통신 통신기기
TELE142,1991,컴퓨터 및 정보통신,통신기기,통신기기 제품종합,모토로라코리아(주),"카폰,무선호출기 등"
TELE143,1991,그룹 및 기업광고,그룹광고,그룹PR,한림기기산업주식회사,아쿠아세이프
TELE144,1991,제약 및 의료,의료용품,보청기,세기보청기,보청기
TELE145,1991,컴퓨터 및 정보통신,통신기기,통신기기 제품종합,기가정보통신공사,"LED,LCD"
TELE146,1991,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,현대종합목재산업(주),사무용 가구
TELE147,1991,가정용품,가구류,사무용 가구,(주)삼익가구,시그날 가구
TELE148,1991,가정용품,가구류,가정용 가구,보르네오부엌가구,기업PR
TELE149,1991,컴퓨터 및 정보통신,통신망,국제전화,(주)엘지데이콤,국제전화 002
TELE150,1991,가정용품,가구류,사무용 가구,현대종합목재산업(주),리바트 사무용가구
TELE151,1991,서비스,개인서비스,결혼예식업,무학예식장,기업PR
TELE152,1991,서비스,개인서비스,결혼예식업,한마음예식장,기업PR
TELE153,1991,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한국전화번호부(주),기업PR
TELE154,1991,컴퓨터 및 정보통신,통신기기,휴대폰,금성종합정보통신,금성 인공지능 핸드폰
TELE155,1981,서비스,음식 및 숙박,호텔,원주관광호텔,기업PR
TELE156,1981,서비스,서비스 기타,서비스 기업PR,대공상담소,기업PR
TELE157,1981,그룹 및 기업광고,그룹광고,그룹PR,삼 산업주식회사,기업PR
TELE158,1981,그룹 및 기업광고,그룹광고,그룹PR,대진탄광,기업PR
TELE159,1981,그룹 및 기업광고,그룹광고,그룹PR,동진산업주식회사,기업PR
TELE160,1981,유통,대형유통,백화점,태백시민백화점,기업PR
TELE161,1981,그룹 및 기업광고,그룹광고,그룹PR,세원암석,기업PR
TELE162,1981,정밀기기 및 사무기기,문구류,노트 및 종이류,대림제재소,"미송,육송,잡목제재 판매"
TELE163,1981,그룹 및 기업광고,그룹광고,그룹PR,남북전업사,"설계,시공,감리"
TELE164,2006,서비스,운송,육상화물운송,이사나라,사무실 이사 전문
TELE165,2006,출판,신문,중앙신문,데일리노컷뉴스,데일리노컷뉴스
TELE166,2006,출판,신문,중앙신문,(주)내일신문,노컷뉴스
TELE167,2006,출판,신문,중앙신문,(주)디지털타임즈,기업PR
TELE168,2006,컴퓨터 및 정보통신,통신망,인터넷 통신망,메가샷,신개념 통합 메시징 서비스
TELE169,2006,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동안 오에프,퍼시스
TELE170,2006,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,동안시스템,사무실 이전컨설팅등
TELE171,2006,제약 및 의료,의료 및 보건기관,한의원,영동한의원,코알레르기 클리닉
TELE172,2006,그룹 및 기업광고,그룹광고,그룹PR,지에스칼텍스(주),기업PR
TELE173,2006,기초재,기초재 기타,기초재 기업PR,경기화학,기업PR
TELE174,1987,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,국가안전기획부,간첩 좌경용공사범
TELE175,1987,그룹 및 기업광고,그룹광고,그룹PR,우성기업주식회사,기업PR
TELE176,1987,제약 및 의료,의료 및 보건기관,한의원,세화당한약방,기업PR
TELE177,1987,교육 및 복지후생,교육기관,기술 및 자격학원,대성자동차학원,운전교육
TELE178,1987,가정용품,생활잡화 및 기기,타올,한미타올(주),각정타올 보자기 제작주문
TELE179,1987,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,한국전기통신공사통신,DDD야간 할인제
TELE180,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",대성네온,네온싸인전문업체
TELE181,1987,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",성원당,광고제작 전문업소
TELE182,1987,"건설,건재 및 부동산",건재,건재 기타,홍일광고공사,네온간판
TELE183,1987,"건설,건재 및 부동산",건설,건설,공우주택공사,주택 및 공장공사전문
TELE184,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,국도전기통신공사,기업PR
TELE185,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,태화전화공사,각종통신공사전문
TELE186,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,영일통신,기업PR
TELE187,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,부산전화공사,기업PR
TELE188,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,신일전화공사,기업PR
TELE189,1987,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,창신전화공업사,기업PR
TELE190,1987,서비스,음식 및 숙박,음식 및 숙박 기타,OB씨그램,OB씨그램 연회써비스
TELE191,1987,가정용품,가정용품 기타,가정용품 기업PR,㈜영흥,슈퍼바이크MX5
TELE192,1987,기초재,농축수산 기초재,종묘,부국농원,(당)두중
TELE193,1987,"건설,건재 및 부동산",건재,건재 기타,동양강철㈜,기업PR
TELE194,1987,서비스,여행,여행알선,은성관광여행사,기업PR
TELE195,1987,교육 및 복지후생,교육기관,기술 및 자격학원,이군자 미용학원,기업PR
TELE196,1987,제약 및 의료,의료 및 보건기관,개인병원,수원고려병원,기업PR
TELE197,1987,수송기기,수송기기 기타,수송기기 기업PR,대청자동차공업사,기업PR
TELE198,1987,기초재,농축수산 기초재,사료,선진축산주식회사,선진사료
TELE199,1998,교육 및 복지후생,교육기관,기술 및 자격학원,동방뷰티아카데미,기업PR
TELE2(1),1978,서비스,여행,여행알선,뉴월드관광,뉴월드관광
TELE2(10),1978,가정용품,가정용 인테리어,커튼 및 브라인드,건양카텐상사,
TELE2(100),1999,"건설,건재 및 부동산",건설,건설,(주)대림건설,㈜대림건설산업
TELE2(101),1999,"건설,건재 및 부동산",건재,건제 제품종합,광성설비,광성설비
TELE2(102),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",일진콘크리트,일진콘크리트
TELE2(103),1999,서비스,운송,육상화물운송,OK포장이사,OK포장이사
TELE2(104),1999,교육 및 복지후생,사회교육,직업교육,재단법인 호남직업전문학교,재단법인 호남직업전문학교
TELE2(105),1999,식품,조미향신료,장류,토박이,순창 찹쌀고추장 조선된장 쌈장
TELE2(106),1999,"금융,보험및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",고려신용정보(주)광주지사,고려신용정보 광주지사
TELE2(107),1999,서비스,운송,육상화물운송,크로바익스프레스,크로바익스프레스
TELE2(108),1999,교육 및 복지후생,교육기관,기술 및 자격학원,"제일,무등 자동차 운전전문학원","제일,무등 자동차 운전전문학원"
TELE2(109),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",미래산업개발,미래산업개발
TELE2(11),1978,가정용품,가정용 인테리어,커튼 및 브라인드,한일카텐상사,
TELE2(110),1999,컴퓨터 및 정보통신,통신기기,키폰,삼성전자(주),삼성전자
TELE2(111),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",㈜토성건설,㈜토성건설
TELE2(112),1999,서비스,서비스 기타,서비스 기업PR,한국전화번호부(주),한국전화번호부
TELE2(113),1999,교육 및 복지후생,사회교육,직업교육,대성직업전문학교,대성직업전문학교
TELE2(114),1999,가정용품,생활잡화 및 기기,타올,오성산업(주),오성산업주식회사
TELE2(115),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",금문산업주식회사,금문산업주식회사
TELE2(116),1999,서비스,운송,운송기타,114플라워,114플라워
TELE2(117),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",㈜자연주택,㈜자연주택
TELE2(118),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",㈜대정담파창호장식사업부,㈜대정담파창호장식사업부
TELE2(119),1999,가정용품,난방기기,난방기기 기타,연동기업,연동기업
TELE2(12),1978,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,대신강철,대신강철
TELE2(120),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",주신기업,주신기업
TELE2(121),1999,가정용품,난방기기,난방기기 제품종합,㈜태양상사,㈜태양상사
TELE2(122),1999,서비스,여행,여행알선,주식회사 예원,주식회사 예원
TELE2(123),1999,"건설,건재 및 부동산",건재,도벽 및 바닥재,화성 전기 온돌마루,화성 전기 온돌마루
TELE2(124),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",㈜광주산업건설,㈜광주산업건설
TELE2(125),1999,서비스,여행,여행알선,㈜강원고속관광,㈜강원고속관광
TELE2(126),1999,서비스,여행,여행알선,(유)뉴남광여행,(유)뉴-남광여행
TELE2(127),1999,서비스,여행,여행알선,문화관광(주),문화관광(주)
TELE2(128),1999,서비스,여행,여행알선,현대기획,현대기획
TELE2(129),1999,그룹 및 기업광고,그룹광고,그룹pr,나우출력센타,나우출력센타
TELE2(13),1978,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",인왕 콘크리트,인왕 콘크리트
TELE2(130),1999,서비스,광고 및 정보서비스,광고대행,네트워크,네트워크
TELE2(131),1999,서비스,광고 및 정보서비스,광고대행,㈜비앤에드,㈜비앤에드
TELE2(132),1999,서비스,운송,운송기타,광주한국생화랜드,광주한국생화랜드
TELE2(133),1999,서비스,운송,운송기타,새내기,새내기
TELE2(134),1999,서비스,개인서비스,개인서비스 기타,화니피부비만연구실,화니피부비만연구실
TELE2(135),1999,서비스,개인서비스,개인서비스 기타,유니끄피부관리실,유니끄피부관리실
TELE2(136),1999,가정용품,난방기기,난방기기 제품종합,삼우상사,삼우상사
TELE2(137),1999,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",대하열기계설비,대하열기계설비
TELE2(138),1999,그룹 및 기업광고,그룹광고,그룹PR,㈜미래에너지,㈜미래에너지
TELE2(139),1999,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,우일종합총포무역,우일종합총포무역
TELE2(14),1978,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,광양계기사,광양계기사
TELE2(140),1999,서비스,개인서비스,개인서비스 기타,하나외식산업,하나외식산업
TELE2(141),1999,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,나라상사,나라상사
TELE2(142),1999,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,대아기계모터펌프㈜광주점,대아기계모터펌프㈜광주점
TELE2(143),1999,서비스,스포츠 및 오락시설,스포츠 시설,활생도협회,활생도협회
TELE2(144),1999,제약 및 의료,의료기기,의료기기 기타,현대메디칼㈜,현대메디칼㈜
TELE2(15),1978,가정용 전기전자,냉방 및 공기청정기,에어컨,금성사,금성 룸에어콘
TELE2(16),1978,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기업공고,금성사,월부판매
TELE2(17),1978,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기업공고,㈜삼성 청계 판매장,장기판매
TELE2(18),1978,가정용 전기전자,음향기기,음향기기 기타,삼성사,삼성사
TELE2(19),1978,가정용 전기전자,음향기기,음향기기 기타,지구레코드,지구레코드공사
TELE2(2),1978,서비스,여행,여행알선,경남관광,경남관광
TELE2(21),1993,교육 및 복지후생,교육기관,기술 및 자격학원,동방뷰티아카데미학원,동방뷰티아카데미학원
TELE2(22),1993,교육 및 복지후생,교육기관,기술 및 자격학원,동명피부미용타운,동명피부미용타운
TELE2(23),1993,서비스,개인서비스,이용 및 미용,윤찬헤어칼라,윤찬헤어칼라
TELE2(24),1993,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,㈜동아정보통신,㈜동아정보통신
TELE2(25),1993,제약 및 의료,의료 및 보건기관,의료 및 보건기관 기타,세화당한약방,세화당한약방
TELE2(26),1993,그룹 및 기업광고,그룹광고,그룹PR,㈜진양,㈜진양
TELE2(27),1993,교육 및 복지후생,사회교육,직업교육,재단법인 제마직업전문학교,재단법인 제마직업전문학교
TELE2(28),1993,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",경남공업,경남공업
TELE2(29),1993,"건설,건재 및 부동산",건재,건재 기타,대성콘테이너개발㈜,대성콘테이너개발㈜
TELE2(3),1978,"금융,보험및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",저축추진중앙위원회,저축추진중앙위원회
TELE2(30),1993,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,광복 샤프,광복 샤프
TELE2(31),1993,서비스,서비스 기타,서비스 기업PR,불교서적전시관,불교서적전시관
TELE2(32),1993,컴퓨터 및 정보통신,통신망,통신망 기타,(주)케이티,080클로벌 서비스
TELE2(33),1993,교육 및 복지후생,교육기관,취미 및 레저학원,코리아탑에어로빅스,코리아탑에어로빅스
TELE2(34),1993,서비스,개인서비스,개인서비스 기타,영창피아노사,영창피아도 부산지구 애프터서비스 센터
TELE2(35),1993,출판,서적,사전류,동아출판사,동아출판사
TELE2(36),1993,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,부일이동통신,부일이동통신 서면대리점
TELE2(37),1993,컴퓨터 및 정보통신,통신기기,무선호출기,부일이동통신,부일이동통신 동부대리점
TELE2(38),1993,가정용 전기전자,가정용 전기전자 기타,가정용 전기전가 기업PR,온일상사,
TELE2(39),1993,컴퓨터 및 정보통신,통신기기,무선호출기,한국이동통신 부산지역대리점,한국이동통신 부산지역대리점
TELE2(4),1978,서비스,여행,여행알선,아시아여행사,아시아여행사
TELE2(40),1993,컴퓨터 및 정보통신,통신기기,무선호출기,제일알팩스㈜,제일알팩스㈜
TELE2(42),1967,서비스,음식 및 숙박,호텔,그린파크,관광호텔 그린파크
TELE2(43),1967,"건설,건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한국 스레트,한국 스레트
TELE2(44),1967,서비스,서비스 기타,서비스 기업PR,역전사,역전사
TELE2(45),1967,가정용품,생활잡화 및 기기,타올,장미나염공장,보재기타올
TELE2(46),1967,화학공업,고무 및 플라스틱,타이어,한국 다이야,한국 다이야
TELE2(47),1967,정밀기기 및 사무기기,문구류,필기용품,(주)도루코,도루코
TELE2(48),1967,그룹 및 기업광고,그룹광고,그룹PR,동명전화공업사,동명전화공업사
TELE2(49),1967,가정용품,가정용 인테리어,커튼 및 브라인드,미조사,
TELE2(5),1978,서비스,여행,여행알선,(주)금성관광여행사,금성관광
TELE2(50),1967,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,한국안테나,한국안테나
TELE2(51),1967,"건설,건재 및 부동산",건재,창호,신협건설공업주식회사,신협건설공업주식회사
TELE2(52),1967,그룹 및 기업광고,그룹광고,그룹PR,한영사,한영사
TELE2(53),1967,그룹 및 기업광고,그룹광고,그룹PR,삼영사,삼영사
TELE2(55),1970,서비스,서비스 기타,서비스 기업PR,이삼사,이삼사
TELE2(56),1970,서비스,서비스 기타,서비스 기업PR,예광사,예광사
TELE2(57),1970,서비스,서비스 기타,서비스 기업PR,88사,88사
TELE2(58),1970,서비스,서비스 기타,서비스 기업PR,88사,88사
TELE2(59),1970,서비스,서비스 기타,서비스 기업PR,팔구전화사,팔구전화사
TELE2(6),1978,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,한국도로공사,한국도로공사
TELE2(60),1970,산업기기,전기관련 기계,전동기,전광사,전광사
TELE2(61),1970,패션,패션 기타,패션 기업PR,시대복장(주),시대복장주식회사
TELE2(62),1970,출판,잡지,"취미,레저 및 자동차 잡지",체성회우표보급과,체성회우표보급과
TELE2(63),1970,패션,패션 기타,패션 기업PR,조선견직주식회사,조선견직주식회사
TELE2(64),1970,음료 및 기호식품,비알콜음료,콜라,우성식품(주),코카콜라
TELE2(65),1970,정밀기기 및 사무기기,정밀기기 및 사무기기 기타,정밀기기 및 사무기기 기업PR,부원,부원
TELE2(66),1970,서비스,서비스 기타,서비스 기업PR,삼성사,삼성사
TELE2(68),1970,서비스,음식 및 숙박,호텔,해운대관광호텔,해운대관광호텔
TELE2(69),1970,"건설,건재 및 부동산",건재,건재 기타,금강스레트공업주식회사,금강스레트공업주식회사
TELE2(7),1978,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기업PR,금성사,㈜금성코너
TELE2(70),1970,그룹 및 기업광고,그룹광고,그룹PR,부산전화사,부산전화사
TELE2(71),1970,서비스,서비스 기타,서비스 기업PR,우광전화카메라사,우광전화카메라사
TELE2(72),1970,관공서 및 단체,관공서 및 단체 기타,관공서 및 단체 기업PR,부산문화방송(주),MBC부산문화방송주식회사
TELE2(73),1970,서비스,서비스 기타,서비스 기업PR,부일사,부일사
TELE2(74),1970,산업기기,전기관련 기계,전동기,을지전기공업사,을지전기공업사
TELE2(75),1970,출판,잡지,"취미,레저 및 자동차 잡지",체성회우표보급과,체성회우표보급과
TELE2(76),1970,서비스,운송,수상여객운송,남영상선주식회사,남영상선주식회사
TELE2(77),1970,패션,패션 기타,패션 기업PR,조선견직주식회사,조선견직주식회사
TELE2(78),1970,화학공업,고무 및 플라스틱,고무,삼화고무주식회사,
TELE2(79),1970,서비스,음식 및 숙박,호텔,해운대극동호텔,해운대극동호텔
