번호,명칭,수량,재질,시대,용도기능,입수처,크기(cm),특징
147,광고정보 140호(1992년 11월호),1,종이,1992년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.9×25×0.6,"월간지, 118쪽(앞뒤 표지 제외)"
148,광고정보 141호(1992년 12월호),1,종이,1992년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.9×25×0.6,"월간지, 114쪽(앞뒤 표지 제외)"
149,광고정보 142호(1993년 1월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.9×25×0.6,"월간지, 126쪽(앞뒤 표지 제외)"
150,광고정보 143호(1993년 2월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.2×24.5×0.7,"월간지, 154쪽(앞뒤 표지 제외)"
151,광고정보 144호(1993년 3월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.8×25×0.7,"월간지, 126쪽(앞뒤 표지 제외)"
152,광고정보 145호(1993년 4월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.9×25×0.5,"월간지, 90쪽(앞뒤 표지 제외)"
153,광고정보 146호(1993년 5월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.2×24.5×0.5,"월간지, 90쪽(앞뒤 표지 제외)"
154,광고정보 147호(1993년 6월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.8×25×0.7,"월간지, 118쪽(앞뒤 표지 제외)"
155,광고정보 148호(1993년 7월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.8×25.7×0.7,"월간지, 134쪽(앞뒤 표지 제외)"
156,광고정보 149호(1993년 8월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.1×24.5×0.7,"월간지, 142쪽(앞뒤 표지 제외)"
157,광고정보 150호(1993년 9월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.9×25×0.8,"월간지, 150쪽(앞뒤 표지 제외)"
158,광고정보 151호(1993년 10월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.1×24.5×0.7,"월간지, 146쪽(앞뒤 표지 제외)"
159,광고정보 152호(1993년 11월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.5×25.7×0.7,"월간지, 142쪽(앞뒤 표지 제외)"
160,광고정보 153호(1993년 12월호),1,종이,1993년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),19×25.7×0.9,"월간지, 170쪽(앞뒤 표지 제외)"
161,광고정보 154호(1994년 1월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.9×25×0.7,"월간지, 150쪽(앞뒤 표지 제외)"
162,광고정보 155호(1994년 2월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.2×25.7×0.7,"월간지, 142쪽(앞뒤 표지 제외)"
163,광고정보 156호(1994년 3월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.4×25.7×0.8,"월간지, 144쪽(앞뒤 표지 제외)"
164,광고정보 157호(1994년 4월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.8×25.9×0.7,"월간지, 134쪽(앞뒤 표지 제외)"
165,광고정보 158호(1994년 5월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.9×25.8×0.7,"월간지, 138쪽(앞뒤 표지 제외)"
166,광고정보 159호(1994년 6월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.7,"월간지, 158쪽(앞뒤 표지 제외)"
167,광고정보 160호(1994년 7월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.7,"월간지, 150쪽(앞뒤 표지 제외)"
168,광고정보 161호(1994년 8월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.7,"월간지, 142쪽(앞뒤 표지 제외)"
169,광고정보 162호(1994년 9월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.6×25.7×0.7,"월간지, 146쪽(앞뒤 표지 제외)"
170,광고정보 163호(1994년 10월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.8,"월간지, 148쪽(앞뒤 표지 제외)"
171,광고정보 164호(1994년 11월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.8×25.8×0.7,"월간지, 146쪽(앞뒤 표지 제외)"
172,광고정보 165호(1994년 12월호),1,종이,1994년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.6×25.7×0.7,"월간지, 142쪽(앞뒤 표지 제외)"
173,광고정보 166호(1995년 1월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.9×25.8×0.6,"월간지, 126쪽(앞뒤 표지 제외)"
174,광고정보 167호(1995년 2월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),17.8×25×0.8,"월간지, 154쪽(앞뒤 표지 제외)"
175,광고정보 168호(1995년 3월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.7×25.8×0.7,"월간지, 142쪽(앞뒤 표지 제외)"
176,광고정보 169호(1995년 4월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.1×25×0.7,"월간지, 134쪽(앞뒤 표지 제외)"
177,광고정보 170호(1995년 5월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.7,"월간지, 134쪽(앞뒤 표지 제외)"
178,광고정보 171호(1995년 6월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.8,"월간지, 160쪽(앞뒤 표지 제외)"
179,광고정보 172호(1995년 7월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.1×25×0.9,"월간지, 170쪽(앞뒤 표지 제외)"
180,광고정보 173호(1995년 8월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.1×25×0.8,"월간지, 162쪽(앞뒤 표지 제외)"
181,광고정보 174호(1995년 9월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.7,"월간지, 130쪽(앞뒤 표지 제외)"
182,광고정보 175호(1995년 10월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18×25×0.7,"월간지, 146쪽(앞뒤 표지 제외)"
183,광고정보 176호(1995년 11월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.8×25.6×0.8,"월간지, 156쪽(앞뒤 표지 제외)"
184,광고정보 177호(1995년 12월호),1,종이,1995년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),18.6×25.6×0.8,"월간지, 162쪽(앞뒤 표지 제외)"
185,광고정보 310호(2007년 1월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 148쪽(앞뒤 표지 제외)"
186,광고정보 312호(2007년 3월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 144쪽(앞뒤 표지 제외)"
187,광고정보 313호(2007년 4월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×1,"월간지, 132쪽(앞뒤 표지 제외)"
188,광고정보 314호(2007년 5월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),20.9×27.9×0.8,"월간지, 136쪽(앞뒤 표지 제외)"
189,광고정보 315호(2007년 6월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 148쪽(앞뒤 표지 제외)"
190,광고정보 318호(2007년 9월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.8,"월간지, 132쪽(앞뒤 표지 제외)"
191,광고정보 319호(2007년 10월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21.1×28×1,"월간지, 152쪽(앞뒤 표지 제외)"
192,광고정보 320호(2007년 11월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 132쪽(앞뒤 표지 제외)"
193,광고정보 321호(2007년 12월호),1,종이,2007년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×27.9×1,"월간지, 152쪽(앞뒤 표지 제외)"
194,광고정보 322호(2008년 1월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 144쪽(앞뒤 표지 제외)"
195,광고정보 323호(2008년 2월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 144쪽(앞뒤 표지 제외)"
196,광고정보 326호(2008년 5월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 136쪽(앞뒤 표지 제외)"
197,광고정보 327호(2008년 6월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 140쪽(앞뒤 표지 제외)"
198,광고정보 328호(2008년 7월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×27.9×0.9,"월간지, 144쪽(앞뒤 표지 제외)"
199,광고정보 329호(2008년 8월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21.1×28×0.9,"월간지, 136쪽(앞뒤 표지 제외)"
200,광고정보 330호(2008년 9월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21.1×28×0.9,"월간지, 132쪽(앞뒤 표지 제외)"
201,광고정보 331호(2008년 10월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21.1×28×0.8,"월간지, 124쪽(앞뒤 표지 제외)"
202,광고정보 332호(2008년 11월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.8,"월간지, 132쪽(앞뒤 표지 제외)"
203,광고정보 333호(2008년 12월호),1,종이,2008년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.9,"월간지, 140쪽(앞뒤 표지 제외)"
204,광고정보 334호(2009년 1월호),1,종이,2009년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21.1×28×0.8,"월간지, 132쪽(앞뒤 표지 제외)"
205,광고정보 335호(2009년 2월호),1,종이,2009년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21.×27.9×0.8,"월간지, 124쪽(앞뒤 표지 제외)"
206,광고정보 336호(2009년 3월호),1,종이,2009년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.8,"월간지, 132쪽(앞뒤 표지 제외)"
207,광고정보 337호(2009년 4월호),1,종이,2009년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.8,"월간지, 128쪽(앞뒤 표지 제외)"
208,광고정보 338호(2009년 5월호),1,종이,2009년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.8,"월간지, 132쪽(앞뒤 표지 제외)"
209,광고정보 339호(2009년 6월호),1,종이,2009년(현대),광고 정보지,한국방송광고공사(현재 한국방송광고진흥공사),21×28×0.7,"월간지, 116쪽(앞뒤 표지 제외)"
210,광고연구 1988년 겨울호 (제1호),1,종이,1988년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.2×22.1×1.9,"창간호. 계간지, 340쪽(앞뒤 표지 제외)"
211,광고연구 1989년 여름호 (제3호),1,종이,1989년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15×22×1.3,"계간지, 240쪽(앞뒤 표지 제외)"
212,광고연구 1989년 가을호 (제4호),1,종이,1989년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15×22×1.5,"계간지, 292쪽(앞뒤 표지 제외)"
213,광고연구 1989년 겨울호 (제5호),1,종이,1989년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.3×22×1.4,"계간지, 256쪽(앞뒤 표지 제외)"
214,광고연구 1990년 봄호 (제6호),1,종이,1990년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.3×21.9×1.5,"계간지, 308쪽(앞뒤 표지 제외)"
215,광고연구 1990년 여름호 (제7호),1,종이,1990년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.3×22×1.5,"계간지, 324쪽(앞뒤 표지 제외)"
216,광고연구 1990년 가을호 (제8호),1,종이,1990년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.2×22×1.5,"계간지, 304쪽(앞뒤 표지 제외)"
217,광고연구 1990년 겨울호 (제9호),1,종이,1990년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.2×21.7×1.7,"계간지, 340쪽(앞뒤 표지 제외)"
218,광고연구 1991년 봄호 (제10호),1,종이,1991년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15×21.7×1.5,"계간지, 309쪽(앞뒤 표지 제외)"
219,광고연구 1991년 여름호 (제11호),1,종이,1991년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.1×21.7×1.6,"계간지, 320쪽(앞뒤 표지 제외)"
220,광고연구 1991년 가을호 (제12호),1,종이,1991년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.3×21.7×1.9,"계간지, 416쪽(앞뒤 표지 제외)"
221,광고연구 1991년 겨울호 (제13호),1,종이,1991년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15×21.7×1.5,"계간지, 318쪽(앞뒤 표지 제외)"
222,광고연구 1992년 봄호 (제14호),1,종이,1992년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.1×21.7×1.5,"계간지, 324쪽(앞뒤 표지 제외)"
223,광고연구 1992년 여름호 (제15호),1,종이,1992년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.2×21.6×1.2,"계간지, 252쪽(앞뒤 표지 제외)"
224,광고연구 1992년 가을호 (제16호),1,종이,1992년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15.1×21.5×1.5,"계간지, 330쪽(앞뒤 표지 제외)"
225,광고연구 1992년 겨울호 (제17호),1,종이,1992년(현대),연구논문집,한국방송광고공사(현재 한국방송광고진흥공사),15×22.2×1.4,"계간지, 232쪽(앞뒤 표지 제외)"
