파일명,년도,광고주,대분류,중분류,소분류,제품명,제목,대행사
A2000084.wma,,(주)빙그레,음료 및 기호식품,비알콜음료,호상요구르트,요거트,천연과일요거트,(주)한컴
A2000085.wma,,(주)빙그레,음료 및 기호식품,비알콜음료,호상요구르트,요플레,신선한과일,(주)오리콤
A2000086.wma,,해태산업,음료 및 기호식품,알콜음료,소주,나폴레온,산으로 바다로 들로,(주)코래드
A2000094.wma,,롯데칠성음료(주),음료 및 기호식품,비알콜음료,사이다,칠성사이다,한여름의 소나기,(주)대홍기획
A2000095.wma,,롯데칠성음료(주),음료 및 기호식품,비알콜음료,사이다,칠성사이다,여기는 바다끝,
A2000096.wma,,롯데칠성음료(주),음료 및 기호식품,비알콜음료,사이다,칠성사이다,잠을 깨는 숲,(주)대홍기획
A2000100.wma,,서라벌식품(주),음료 및 기호식품,비알콜음료,오렌지주스,하이씨하이송,알맹이가송송송,(주)코래드
A2A00001.wma,1991,(주)삼양사,음료 및 기호식품,비알콜음료,호상요구르트,삼양요거트,국내처음개발,
A2A00006.wma,1993,해태음료(주),음료 및 기호식품,비알콜음료,기타 과실음료,뉴쿨피스,손님맞이에그만이에요,
A2A00007.wma,1993,해태음료(주),음료 및 기호식품,비알콜음료,기타 과실음료,해태쿨피스,3가지맛,
A2A00012.wma,1996,(주)엘지생활건강,음료 및 기호식품,비알콜음료,기능성건강음료,마이빈,오늘도활기차게사셔야죠,(주)엘지애드
A2A00013.wma,1996,(주)엘지생활건강,음료 및 기호식품,비알콜음료,기능성건강음료,마이빈,지금좀나른하시죠,(주)엘지애드
A2A00014.wma,1996,(주)엘지생활건강,음료 및 기호식품,비알콜음료,기능성건강음료,마이빈,오늘하루수고많으셨죠,(주)엘지애드
A2A00015.wma,1996,산내들,음료 및 기호식품,비알콜음료,기능성건강음료,산내들감식초,어머감정말잘익었네,(주)엘지애드
A2A00018.wma,1997,산내들,음료 및 기호식품,비알콜음료,기능성건강음료,산내들감식초,입엔시고몸엔달다,(주)엘지애드
A2A00019.wma,1997,산내들,음료 및 기호식품,비알콜음료,기능성건강음료,산내들그남자,무슨남자가,(주)엘지애드
A2A00022.wma,,(주)국순당,음료 및 기호식품,알콜음료,소주,백세주,우리명절에는우리술,(주)엘지애드
A2A00023.wma,,(주)국순당,음료 및 기호식품,알콜음료,소주,백세주,10가지재료로만든,(주)엘지애드
A2A00027.wma,1991,대선주조(주),음료 및 기호식품,알콜음료,소주,오륙도,내고향의술,(주)제일기획
A2A00028.wma,1991,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드,소주의순수시대,(주)제일기획
A2A00030.wma,1992,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드,소주의순수시대,(주)제일기획
A2A00032.wma,1992,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼청,청의새로운유혹,(주)제일기획
A2A00033.wma,1992,경주법주(주),음료 및 기호식품,알콜음료,탁주 및 전통주,경주법주,설날,(주)제일기획
A2A00034.wma,1992,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,달리않아야한다,(주)제일기획
A2A00035.wma,1992,(주)금복주,음료 및 기호식품,알콜음료,소주,슈퍼골드,첫맛에반해버린,(주)제일기획
A2A00036.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,아내는여자보다아름답다,(주)제일기획
A2A00037.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,소중한아내처럼,(주)제일기획
A2A00039.wma,1992,(주)일화,음료 및 기호식품,비알콜음료,기능성건강음료,하이맥콜,초정리광천수까지,(주)제일기획
A2A00040.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰,반창투정,(주)제일기획
A2A00041.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰,연애편지,(주)제일기획
A2A00042.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰,TV시청,(주)제일기획
A2A00043.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,그리움,(주)제일기획
A2A00047.wma,1997,(주)금복주,음료 및 기호식품,기호식품,커피 및 커피믹스,슈퍼골드마일드,부드럽게즐기십시요,(주)제일기획
A2A00050.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,보너스축제,(주)제일기획
A2A00051.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰커피,내마음을감추기위해,(주)제일기획
A2A00052.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피크리머,맥스웰프리마,소중한아내처럼,(주)제일기획
A2A00053.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,사진작가편2,(주)제일기획
A2A00054.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,그의어깨가힘들어보일때,(주)제일기획
A2A00055.wma,1992,경주법주(주),음료 및 기호식품,알콜음료,탁주 및 전통주,경주법주수퍼청,우리들만의비법으로,(주)제일기획
A2A00056.wma,1993,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드마일드,낭만편,(주)제일기획
A2A00057.wma,1993,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드마일드,청결편,(주)제일기획
A2A00058.wma,1993,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드마일드,앙큼편,(주)제일기획
A2A00060.wma,1993,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,사물놀이편,(주)제일기획
A2A00061.wma,1992,한국담배인삼공사,음료 및 기호식품,비알콜음료,기능성건강음료,홍삼드링크,아빠처럼,(주)제일기획
A2A00063.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰,100주년,(주)제일기획
A2A00064.wma,1992,해태유업,음료 및 기호식품,비알콜음료,액상요구르트,요러브,사랑,(주)제일기획
A2A00065.wma,1992,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드,첫맛에반해버린,(주)제일기획
A2A00066.wma,1992,(주)금복주,음료 및 기호식품,알콜음료,소주,고우,전통보리소주,(주)제일기획
A2A00068.wma,1992,경주법주(주),음료 및 기호식품,알콜음료,소주,수퍼청,탄생,(주)제일기획
A2A00069.wma,1993,경주법주(주),음료 및 기호식품,알콜음료,탁주 및 전통주,냉법주,좋은건다압니다,(주)제일기획
A2A00070.wma,1993,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,생상에서가장아름다운이름,(주)제일기획
A2A00074.wma,,제일제당,음료 및 기호식품,비알콜음료,비알콜음료 기타,백설하이칼스,너무괜찮다,(주)제일기획
A2A00075.wma,1993,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,잊지못할순간잊지못할향기,(주)제일기획
A2A00078.wma,1993,경주법주(주),음료 및 기호식품,알콜음료,탁주 및 전통주,경주법주,토함산편,(주)제일기획
A2A00079.wma,,(주)금복주,음료 및 기호식품,알콜음료,소주,수퍼골드마일드,신세대의소주,(주)제일기획
A2A00080.wma,,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,세상은생각보다따뜻하다,(주)제일기획
A2A00084.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,잊지못할꿈과향기,(주)제일기획
A2A00086.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,건축가편,(주)제일기획
A2A00087.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,아내는고수편,(주)제일기획
A2A00088.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,아내의새일편,(주)제일기획
A2A00089.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰커피믹스,독백편,(주)제일기획
A2A00090.wma,,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰커피믹스,여행편,(주)제일기획
A2A00092.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰인터내셔널커피,독특한커피,(주)제일기획
A2A00093.wma,1995,제일제당,음료 및 기호식품,비알콜음료,비알콜음료 기타,하이칼스,하얀사랑의맛,(주)제일기획
A2A00095.wma,1995,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰인터내셔널커피,독특한커피2,(주)제일기획
A2A00096.wma,1995,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,언제나당신,(주)제일기획
A2A00097.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,맑고깨끗한맥주1,(주)제일기획
A2A00098.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,맑고깨끗한맥주2,(주)제일기획
A2A00099.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,맑고깨끗한맥주3,(주)제일기획
A2A00100.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,맑고깨끗한맥주4,(주)제일기획
A2A00102.wma,,건영식품(주),음료 및 기호식품,비알콜음료,비알콜음료 기타,가야,정직한마실거리문화,(주)제일기획
A2A00103.wma,,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰인터네셔날커피,나사랑에빠졌다,(주)제일기획
A2A00104.wma,1995,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,젊음은땀이다,(주)제일기획
A2A00105.wma,1995,건영식품(주),음료 및 기호식품,비알콜음료,비알콜음료 기타,가야,몸까지생각한음료,(주)제일기획
A2A00107.wma,1995,제일제당,음료 및 기호식품,비알콜음료,기능성건강음료,솔의눈,산림욕편,(주)제일기획
A2A00110.wma,1995,건영식품(주),음료 및 기호식품,비알콜음료,기타 과실음료,가야당근농장,남편의몸을생각하세요,(주)제일기획
A2A00111.wma,1995,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심리치아로마,향기의차이,(주)제일기획
A2A00113.wma,1995,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,외식편,(주)제일기획
A2A00114.wma,1995,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,위기편,(주)제일기획
A2A00115.wma,1995,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,의성여고편,(주)제일기획
A2A00116.wma,1995,제일제당,음료 및 기호식품,비알콜음료,기능성건강음료,솔의눈,머리끝까지시원해지는느낌,(주)제일기획
A2A00117.wma,1995,산내들,음료 및 기호식품,비알콜음료,기능성건강음료,산내들생금,근본이다르다,(주)제일기획
A2A00118.wma,1992,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥스웰,젊음날의커피,(주)제일기획
A2A00120.wma,1995,제일제당,음료 및 기호식품,비알콜음료,비알콜음료 기타,하이칼스,첫눈오는날,(주)제일기획
A2A00121.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트맥주,홍명보편,(주)제일기획
A2A00122.wma,1993,경주법주(주),음료 및 기호식품,알콜음료,탁주 및 전통주,냉법주,차게마시면좋습니다,(주)제일기획
A2A00123.wma,1993,제일제당,음료 및 기호식품,비알콜음료,비알콜음료 기타,하이칼스,깨끗하고맛있는,(주)제일기획
A2A00124.wma,1993,경주법주(주),음료 및 기호식품,알콜음료,탁주 및 전통주,경주법주선물세트,고향이좋다,(주)제일기획
A2A00125.wma,1993,제일제당,음료 및 기호식품,비알콜음료,비알콜음료 기타,하이칼스,입안을깔끔하게,(주)제일기획
A2A00127.wma,1993,가자주류백화점,음료 및 기호식품,알콜음료,알콜음료 제품종합,가자추석선물세트,세계의명주,(주)제일기획
A2A00128.wma,1993,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,갈증엔역시,(주)제일기획
A2A00130.wma,,동서식품(주),음료 및 기호식품,기호식품,커피크리머,맥스웰프리마,소중한아내처럼,(주)제일기획
A2A00132.wma,1994,(주)금복주,음료 및 기호식품,알콜음료,소주,슈퍼골드마일드,순수한남자,(주)제일기획
A2A00133.wma,1994,(주)금복주,음료 및 기호식품,알콜음료,포도주 및 과실주,매향,삶의향,(주)제일기획
A2A00134.wma,1994,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,월드컵편,(주)제일기획
A2A00135.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,목표물을찾아라,(주)제일기획
A2A00136.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,모닝콜,(주)제일기획
A2A00137.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,결혼기념일,(주)제일기획
A2A00138.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피크리머,프리마,전화하기,(주)제일기획
A2A00140.wma,1994,제일제당,음료 및 기호식품,비알콜음료,비알콜음료 기타,하이칼스,난잘몰라,(주)제일기획
A2A00142.wma,1994,(주)금복주,음료 및 기호식품,알콜음료,탁주 및 전통주,경주법주,전화대기,(주)제일기획
A2A00143.wma,1994,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,갈증해소음료,(주)제일기획
A2A00145.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,동서커피문학상,커피에얽힌이야기,(주)제일기획
A2A00147.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,건축가편,(주)제일기획
A2A00150.wma,1994,동서식품(주),음료 및 기호식품,기호식품,커피 및 커피믹스,맥심,전축가(유천수),(주)제일기획
A2A00151.wma,1995,제일제당,음료 및 기호식품,비알콜음료,스포츠음료,게토레이,고교농구,(주)제일기획
A2A00152.wma,1995,제일제당,음료 및 기호식품,비알콜음료,기능성건강음료,솔의눈,소나무새삭음료,(주)제일기획
A2A00153.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,문재환편,(주)제일기획
A2A00154.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,오강돈편,(주)제일기획
A2A00155.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,오혜원편,(주)제일기획
A2A00156.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,이동영편,(주)제일기획
A2A00157.wma,1995,조선맥주,음료 및 기호식품,알콜음료,맥주,하이트,이원홍편,(주)제일기획
A2A00158.wma,1995,스네플,음료 및 기호식품,비알콜음료,비알콜음료 기타,스네플,,(주)제일기획
