번호,년도,매체구분,매체,대분류,중분류,소분류,광고주,제품,내용
유한양행2차-100,1991,신문,조선일보,제약 및 의료,감기약,감기약 제품종합,(주)대웅제약,"지미코프,콜킹,지미코",감기 증상에 따라 선택하십시오
유한양행2차-101,1991,신문,조선일보,제약 및 의료,감기약,종합감기약,한일약품공업(주),화이투벤,화이투벤 있잖아
유한양행2차-104,1991,신문,조선일보,제약 및 의료,감기약,기침감기약,일동제약(주) ,포캄,"심한기침,가래,천식을 가라앉힙니다"
유한양행2차-105,1991,신문,한계례신문,제약 및 의료,감기약,종합감기약,광동제약(주),진광당,"감기몸살 물렀거라,진광탕 나가신다"
유한양행2차-106,1991,신문,한국일보,제약 및 의료,감기약,종합감기약,한일약품공업(주),화이투벤,한 여름에 무슨 감기
유한양행2차-107,1991,신문,조선일보,제약 및 의료,감기약,기침감기약,한미약품공업(주),암브로콜,새로운 기침.가래약 암
유한양행2차-108,1991,신문,조선일보,제약 및 의료,감기약,기침감기약,(주)태평양제약,브론텍,기침에는 꽃 그림을 찾으세요
유한양행2차-114,1991,신문,조선일보,제약 및 의료,진통제 및 안정제,진통제 및 안정제 제품종합,일양약품(주),우황청심원,고유의 일련번호가 있습니다
유한양행2차-115,1991,신문,서울신문,제약 및 의료,소화위장약,소화제,동화약품공업(주),우황청심원,100년 전통의 부채표가 만들었습니다
유한양행2차-116,1991,신문,세계일보,제약 및 의료,진통제 및 안정제,진통제 및 안정제 제품종합,(주)일화,천마표 우황청심원,왜 초캡으로 한번 더 밀봉 포장되었나
유한양행2차-133,1991,신문,동아일보,제약 및 의료,대사성의약,비타민C제,보령제약(주),아데나씨,피로sos대책에 아데나씨
유한양행2차-134,1991,신문,중앙일보,제약 및 의료,대사성의약,성인종합영양제,(주)종근당,인코라민,피로를 스스로 만드는 사람
유한양행2차-135,1991,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,(주)종근당,인코라민,피로에서 깨어나십시오
유한양행2차-136,1991,신문,중앙일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,피로가 쌓이는 탓일까 체력이 떨어진 탓일까
유한양행2차-138,1991,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,신풍제약(주),바로코민,피로는 바로바로 풀어줍시다
유한양행2차-139,1991,신문,서울경제신문,제약 및 의료,대사성의약,성인종합영양제,(주)종근당,인코라민,"성취인생,활력인생"
유한양행2차-140,1991,신문,세계일보,제약 및 의료,대사성의약,성인종합영양제,(주)한독약품,하이비날S,여름을 더욱 활력있게
유한양행2차-141,1991,신문,한국일보,제약 및 의료,대사성의약,성인종합영양제,동신제약(주),엘코크,넘치는 힘-엘코크
유한양행2차-142,1991,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,(주)종근당,인코라민,바람을 가른다피로를 가른다
유한양행2차-143,1991,신문,한국일보,제약 및 의료,대사성의약,성인종합영양제,동아제약(주),테라그란-엠,26가지 필수영양소를 단 1알에
유한양행2차-144,1991,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,동신제약(주),엘코크,시베리아의 활력을 드립니다
유한양행2차-145,1991,신문,한국일보,제약 및 의료,대사성의약,성인종합영양제,동신제약(주),엘코크,시베리아의 활력을 드립니다
유한양행2차-146,1991,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,"쉬는 날이면 뭐해요 피곤하다고 잠만 자는데,,"
유한양행2차-148,1991,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,졸음이 밀려옵니까 피로가 밀려옵니까
일동제약-189,1991,신문,조선일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,일동제약(주) ,큐란,원인을 알면 치료가 쉽습니다
일동제약-190,1991,신문,중앙일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,일동제약(주) ,큐란,과다한 위산 때문에 생깁니다
조선광고대상0571,1991,신문,조선일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,보령제약(주),겔포스,사촌이 땅을 사면 겔포스
조선광고대상0579,1991,신문,조선일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,보령제약(주),겔포스,위하여를 위하여
중앙광고대상0393,1991,신문,중앙일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,"왜,아로나민골드인가"
중앙광고대상0414,1991,신문,중앙일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,(주)녹십자,데놀,"도대체,위장병은 왜 재발하는 겁니까"
ildong-M10,1991,신문,한국일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,일동제약(주) ,암포젤엠,"위산과다, 위통, 속쓰림, 신트림"
ildong-Q07,1991,신문,조선일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,일동제약(주) ,큐란,원인을 알면 치료가 쉽습니다
ildong-Q08,1991,신문,중앙일보,제약 및 의료,소화위장약,십이지장 및 위궤양제,일동제약(주) ,큐란,"맵고 짠음식, 스트레스는 피해주십시오"
KAA1992 (100),1991,신문,기타신문,제약 및 의료,대사성의약,"유,아동용 영양제",삼익제약(주),키디,엄마 미안해요
KAA1992 (139),1991,신문,기타신문,제약 및 의료,진통제 및 안정제,신경안정제,(주)새한제약,피크니 에프,출발할때 10분 정도만 씹어주세요
KAA1992 (162),1991,신문,기타신문,제약 및 의료,의료용품,밴드류,(주)서통,밴드닥터,소독약 바르는거 번거로우시죠
KAA1992 (163),1991,신문,기타신문,제약 및 의료,의료용품,밴드류,(주)서통,밴드닥터,밴드가 닥터라고요
KAA1992 (194),1991,신문,기타신문,제약 및 의료,소화위장약,변비치료제,부광약품공업(주),아기오,아기오-늘 아랫배가 빵빵하게
KAA1992 (200),1991,신문,기타신문,제약 및 의료,"이비인후, 치과 및 안과용제",구내염용제,부광약품공업(주),파로돈탁스,오징어 다리 하나도
KAA1992 (201),1991,신문,기타신문,제약 및 의료,"이비인후, 치과 및 안과용제",구내염용제,부광약품공업(주),파로돈탁스,동치미 국물 한숟갈도
KAA1992 (208),1991,신문,기타신문,제약 및 의료,두피 및 피부용제,피부연고제,영진약품공업(주),맨소레담로션,뻐근하고 쑤실때는 멘소래담 로숀
KAA1992 (228),1991,신문,기타신문,제약 및 의료,진통제 및 안정제,진통제 및 안정제 제품종합,(주)유한양행,우황청심원,우황청심원-허준
KAA1992 (240),1991,신문,기타신문,제약 및 의료,두피 및 피부용제,피부연고제,동국제약(주),복합 마데카솔,흉터없는 개구장이로
KAA1992 (26),1991,신문,기타신문,제약 및 의료,대사성의약,대사성의약 제품종합,고려은단(주),정력은단,정력은단으로 기분전환 탁탁
KAA1992 (30),1991,신문,기타신문,제약 및 의료,소화위장약,변비치료제,마나술,마나술,여성의 68%가 경험이 있다
KAA1992 (32),1991,신문,기타신문,제약 및 의료,소화위장약,소화제,일양약품(주),생단액,녹색병을 찾으세요
KAA1992 (33),1991,신문,기타신문,제약 및 의료,제약 및 의료 기타,제약 및 의료 기업PR,일양약품(주),기업PR,미래를 선도해 나갑니다
KAA1992 (72),1991,신문,기타신문,제약 및 의료,대사성의약,"유,아동용 영양제",명인제약(주),탠덤 아이큐,탠덤 아이큐
LG-AD-1899,1991,신문,동아일보,제약 및 의료,감기약,기침감기약,럭키제약,암브탈,가래에 하루 한알
유한양행2차-006,1992,신문,경향신문,제약 및 의료,대사성의약,자양강장제,동아제약(주),한삼디,건강증진기력보강
유한양행2차-008,1992,신문,문화일보,제약 및 의료,대사성의약,자양강장제,일양약품(주),영비천,"무설탕,무방부제로 더욱 좋아졌습니다"
유한양행2차-009,1992,신문,중앙일보,제약 및 의료,대사성의약,자양강장제,동아제약(주),로얄디,이제 시작입니다
유한양행2차-010,1992,신문,한국일보,제약 및 의료,대사성의약,자양강장제,일양약품(주),왕삼천,인삼/영지/가시오가피
유한양행2차-047,1992,신문,서울신문,제약 및 의료,감기약,종합감기약,동아제약(주),하노백,밝고 건강한 웃음으로
유한양행2차-057,1992,신문,서울경제신문,제약 및 의료,소화위장약,소화제,(주)종근당,속청,"속엔,역시 속청이죠"
유한양행2차-087,1992,신문,조선일보,제약 및 의료,감기약,감기약 제품종합,영진약품공업(주),콜민,콧물 감기엔 콜민
유한양행2차-088,1992,신문,조선일보,제약 및 의료,감기약,종합감기약,(주)중외제약,화콜,여름에도 감기약은 복합성분
유한양행2차-089,1992,신문,동아일보,제약 및 의료,감기약,종합감기약,(주)중외제약,화콜,여름감기
유한양행2차-090,1992,신문,문화일보,제약 및 의료,감기약,종합감기약,동아제약(주),"판피린에프,챔푸시럽",감기에 계절이 따로 있나요
유한양행2차-091,1992,신문,조선일보,제약 및 의료,감기약,종합감기약,(주)삼우제약,조하쿨,고약한 감기엔 우황이 들어있는 종합감기약
유한양행2차-092,1992,신문,서울신문,제약 및 의료,감기약,종합감기약,(주)중외제약,화콜,"복합성분,복합처방 화콜이 좋습니다"
유한양행2차-093,1992,신문,조선일보,제약 및 의료,감기약,종합감기약,(주)중외제약,화콜,시작부터 복잡한 감기 화콜이 좋습니다
유한양행2차-094,1992,신문,세계일보,제약 및 의료,감기약,종합감기약,(주)중외제약,화콜,걸리자마자 복잡한 감기 화콜이 좋습니다
유한양행2차-130,1992,신문,경향신문,제약 및 의료,대사성의약,성인종합영양제,(주)종근당,인코라민,아침은 뜨겁게 저녁은 미지근하게
유한양행2차-131,1992,신문,동아일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,"이제,아로나민골드 300정 포장이 첫선을 보입니다"
유한양행2차-132,1992,신문,경향신문,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,자 아로나민 골드와 함께 활력으로 뛰십시오
유한양행2차-137,1992,신문,중앙일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,인성이 쌓입니다 피로가 풀립니다
유한양행2차-167,1992,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,고향엔 그리움이 있습니다
유한양행2차-168,1992,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,장마철 신경통
유한양행2차-169,1992,신문,조선일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,더위에 지쳤습니까 피로에 지쳤습니까
유한양행2차-170,1992,신문,중앙일보,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,"선생님,건강은 여전하시죠"
유한양행2차-171,1992,신문,한겨례신문,제약 및 의료,대사성의약,성인종합영양제,일동제약(주) ,아로나민골드,아침이 나른하십니까아침이 거뜬하십니까
조선광고대상0601,1992,신문,조선일보,제약 및 의료,"백신, 구충 및 살충제",살충 및 방충제,부광약품공업(주),로취베이트,"갈길은 많다,그러나 살 길은 없다"
조선광고대상0621,1992,신문,조선일보,제약 및 의료,"백신, 구충 및 살충제",살충 및 방충제,부광약품공업(주),로취베이트,바퀴가 길을 바꿨어요
중앙광고대상0428,1992,신문,중앙일보,제약 및 의료,감기약,종합감기약,동아제약(주),하노백,나이 이제 잊고 살아요
중앙광고대상0440,1992,신문,중앙일보,제약 및 의료,"이비인후, 치과 및 안과용제",안과용제,(주)녹십자,인터페론,눈이 아프면 입맛도 없다
중앙광고대상0448,1992,신문,중앙일보,제약 및 의료,대사성의약,대사성의약 제품종합,한국사노피,마그네비,"왠지,떨린다"
중앙광고대상0459,1992,신문,중앙일보,제약 및 의료,진통제 및 안정제,해열 및 진통제,(주)종근당,신잘,여자는 괴로워요
